id,subject,metric,games,mean,error,interval,verdict,seed,seats,question,command
ladder.composition.warden-over-angler.1-of-5,"warden over angler, 1 of 5 row seats",win rate margin,1335,-0.066479,0.012113,0.023740,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.warden-over-angler.4-of-5,"warden over angler, 4 of 5 row seats",win rate margin,1335,-0.077715,0.015052,0.029502,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.warden-over-sprinter.1-of-5,"warden over sprinter, 1 of 5 row seats",win rate margin,1335,-0.075843,0.011851,0.023228,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.warden-over-sprinter.4-of-5,"warden over sprinter, 4 of 5 row seats",win rate margin,1335,-0.093633,0.015280,0.029948,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.opportunist-over-angler.1-of-5,"opportunist over angler, 1 of 5 row seats",win rate margin,1335,-0.008427,0.013514,0.026486,inside the interval,20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.opportunist-over-angler.4-of-5,"opportunist over angler, 4 of 5 row seats",win rate margin,1335,-0.028090,0.014234,0.027898,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.opportunist-over-sprinter.1-of-5,"opportunist over sprinter, 1 of 5 row seats",win rate margin,1335,-0.017790,0.013310,0.026088,inside the interval,20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.opportunist-over-sprinter.4-of-5,"opportunist over sprinter, 4 of 5 row seats",win rate margin,1335,-0.019663,0.014077,0.027591,inside the interval,20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.angler-over-sprinter.1-of-5,"angler over sprinter, 1 of 5 row seats",win rate margin,1335,-0.009363,0.013494,0.026447,inside the interval,20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.angler-over-sprinter.4-of-5,"angler over sprinter, 4 of 5 row seats",win rate margin,1335,0.000000,0.013690,0.026831,inside the interval,20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.random-over-simple,random vs simple,net per round margin,8010,-12.720999,0.101141,0.198233,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.random-over-greedy,random vs greedy,net per round margin,8010,-13.424020,0.109798,0.215200,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.random-over-cautious,random vs cautious,net per round margin,8010,-13.428814,0.110668,0.216905,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
